latitude, longitude, checkins, id
55.5794853386, 37.4364450483, 1, 4fcb53dfe4b0e6dca7c64ae3
55.5910522954, 37.4040209679, 7, 4fa79517e4b0fc2afc89efb2
55.5880031911, 37.4382224816, 3, 4f9e672ae4b07e720f159001
55.5794853386, 37.4364450483, 2, 4f0826d1e4b0fcefa83675f5
55.611056529, 37.4239485249, 5, 4dc7abd1887717c8805890dd
55.6076493163, 37.4286260481, 88, 4e1449e8c65bedaeefbb7f98
55.5876598198, 37.4498700711, 1, 4fca5670e4b08f041c5e1a73
55.6078833126, 37.4267512059, 7, 4f9ce429e4b03d83ed1b2a96
55.5794853386, 37.4364450483, 1, 4faaa1b7e4b026b035992e06
55.608777, 37.428015, 1, 4fbb6dc2e4b04df08f1d55b5
55.5876598198, 37.4498700711, 1, 4f0adc407716627b06c171ce
55.5876598198, 37.4498700711, 7, 4c70f9e7df6b8cfa64dcb94d
55.611355, 37.44252, 1, 4fd59f86e4b0a071e22028a9
55.6131976282, 37.4146462565, 0, 4e0a18e3b3ad23ff5400dbcc
55.5713097597, 37.4230262199, 2, 4f92d13ee4b059d7d9a03b71
55.5713097597, 37.4230262199, 1, 4faff18ae4b091b4633d7f5d
55.5713097597, 37.4230262199, 1, 4f8a9af9e4b0183206dfef90
55.6100538716, 37.3998450316, 12, 4f8dcf31e4b02e7a65876810
55.6050155384, 37.4012212054, 12, 4f7b3ea2e4b05c0cca260e5c
55.570978, 37.437571, 116, 4dbd00255da3ff58ec5a2d62
55.5696889331, 37.4096720586, 5, 4ecf826c77c8ea62faf85f2a
55.5674973227, 37.4467792326, 517, 4e57d1bd483b0fb7715af190
55.5655257635, 37.4392296366, 12, 4f9e645ae4b04dd736ea4335
55.570391, 37.441427, 44, 4f8b2434e4b060b7f90285c1
55.5712675634, 37.4401101767, 8, 4f81a8f8e4b0cd6f62da69ac
55.5655257635, 37.4392296366, 2, 4f91e0d3e4b09c89be1ced85
55.5661559616, 37.4370718002, 181, 4bee82abe24d20a15efb7214
55.5608880297, 37.416033354, 15, 4f89e346e4b01f95a35c3754
55.560424, 37.420366, 4, 4ecb1d9793adb4bd1a969501
55.571133, 37.439784, 1, 4f93bc37e4b020d1a379f5c0
55.5573519895, 37.4258149458, 10, 4ea3ff8fb8f7e4911f44929b
55.5603616052, 37.4192920977, 21, 4ee52fb7aa1fd7f755204900
55.5655257635, 37.4392296366, 9, 4fc05b61e4b06229f9018e24
55.5705504538, 37.4480194747, 2816, 4e92fcba30f85f7218e0ec13
55.597688, 37.48068, 0, 4fc06a26e4b02db73dc7cf9c
55.5876598198, 37.4498700711, 16, 4f67634de4b045fbd661e551
55.5876598198, 37.4498700711, 9, 4f695b87e4b0f8b5d52fbaaf
55.5876598198, 37.4498700711, 2, 4fb8df5ce4b0cddc482cd8b0
55.5876598198, 37.4498700711, 7, 4c70f9e7df6b8cfa64dcb94d
55.5893403359, 37.4663069396, 401, 4e5a24dc1495a8911288215d
55.5876598198, 37.4498700711, 1, 4f0adc407716627b06c171ce
55.5794853386, 37.4364450483, 2, 4f0826d1e4b0fcefa83675f5
55.5794853386, 37.4364450483, 1, 4faaa1b7e4b026b035992e06
55.5794853386, 37.4364450483, 1, 4fcb53dfe4b0e6dca7c64ae3
55.5539509415, 37.4716233337, 1, 4fb8cec1e4b04b94bec8447d
55.5900404982, 37.4795108543, 133, 4eb176200aafa4370d120414
55.5878234838, 37.4737604683, 139, 4f5449e7e4b0195da5e32d55
55.5876598198, 37.4498700711, 1, 4fca5670e4b08f041c5e1a73
55.5618874659, 37.4544122815, 8, 4e933008e5e8788176ec7af5
55.5900404982, 37.4795108543, 40, 4f98526ae4b078b727cf38ee
55.5597394903, 37.455428675, 9, 4d167dbfbb64224bb96dba65
55.5877761599, 37.438179561, 59, 4e0dde5fae603a50b53c98ad
55.5900404982, 37.4795108543, 11, 4ee469f7e4b04d23e0fb2d8d
55.5900404982, 37.4795108543, 7, 4fa67858e4b09571dfe51528
55.562433, 37.450055, 2, 4cf13fa27e93f04d48e94b69
55.5900404982, 37.4795108543, 4, 4ef359a130f8e7873ce45455
55.589294, 37.466106, 1, 4f57e9c8e4b032fce5b3cd30
55.589311, 37.466122, 1, 4eaed50493ad7677a999826a
55.5900404982, 37.4795108543, 11, 4eee5e2be300215594908b66
55.589254587, 37.4677709719, 8, 4edcc1550aaf49e02c55046a
55.576316, 37.435635, 1, 4f9fe439e4b008751db73a92
55.5889856774, 37.4690375171, 2, 4ef6b9df9a52c908409d201b
55.5880031911, 37.4382224816, 3, 4f9e672ae4b07e720f159001
55.5900404982, 37.4795108543, 0, 4e9c5a275c5ce9b983a77b3d
55.5900404982, 37.4795108543, 0, 4ee21162f79052212a8424c0
55.5794853386, 37.4364450483, 1, 4fb74c24e4b02db3078c2715
55.5900404982, 37.4795108543, 3, 4ebffd229adfe2b7b63de12a
55.5867487539, 37.4730990371, 24, 4f23e848e4b02a95fdcd26d0
55.5571468342, 37.4575572788, 26, 4dc55c98c65b89d3ca6ba8ed
55.5794853386, 37.4364450483, 1, 4f648a76e4b03be10320dfc4
55.5900404982, 37.4795108543, 4, 4f21cf6ee4b0e1207ef0d1bb
55.5674973227, 37.4467792326, 517, 4e57d1bd483b0fb7715af190
55.5886577755, 37.4744035144, 5, 4e75bb0b62e12635168ac6af
55.5900404982, 37.4795108543, 1, 4faf6f4ae4b03338fb3d7bfb
55.591618449, 37.4760514533, 65, 4dccaba8183899ddfaa676b1
55.589534, 37.475031, 0, 4fc1db61e4b0cec9325988d7
55.5597394903, 37.455428675, 1, 4fc1e743e4b0a363d43edfda
55.591061, 37.476142, 3, 4fb0c16be4b0afbb67b8e5be
55.5929999784, 37.4756759471, 17, 4ebe560d0e019a162a12b8de
55.590951, 37.476017, 1, 4f3df087e4b0382fc0a8c316
55.5552891432, 37.4544629497, 4, 4f59f074e4b0a5eaef76f082
55.554689, 37.457397, 2, 4f9aca48e4b0e95959dba894
55.593335824, 37.4776730396, 4, 4ef6baca02d5abdcbae819c2
55.603493337, 37.4911022186, 17522, 4bab69a0f964a5206aa73ae3
55.6036872853, 37.4946856499, 9347, 4b9cf21af964a5200e8436e3
55.6031539252, 37.4897289276, 4095, 4ba92b2df964a520fe103ae3
55.5844176137, 37.5186842705, 8, 4fab5a6de4b0d7ccc91819e4
55.6023781158, 37.4987304211, 2019, 4bdea673e75c0f470d56c803
55.6046985873, 37.4898523945, 2094, 4d45b76bbefe236afce801e3
55.5731152212, 37.4863517127, 1257, 4e484819ae60fa72330c95d0
55.5784482603, 37.5119168018, 9, 4df6019a22718759f827d5b7
55.6037733798, 37.4910135445, 2888, 4b448375f964a520daf525e3
55.5784482603, 37.5119168018, 1, 4fc02b0ae4b07a4edd025579
55.6062448885, 37.4898791313, 2124, 4bae185bf964a5207e833be3
55.5784482603, 37.5119168018, 4, 4fb79f3ae4b02db307a67c22
55.6038856939, 37.491356636, 665, 4f853106e4b013f9e5f0b708
55.5784482603, 37.5119168018, 2, 4eb3121229c233a10fc471d7
55.5724709053, 37.5153658096, 15, 4f65af57e4b0fb96f6ea0df0
55.5726487286, 37.5281131826, 134, 4e8b51e5be7b5e7d96548b33
55.5726487286, 37.5281131826, 13, 4f016b13775bec6b44efae4c
55.572134, 37.513504, 1, 4f9ef1bbe4b0ad3857a805e5
55.6036849125, 37.4943541857, 1816, 4dea0e0fd22da22d4ec8b9f3
55.5784482603, 37.5119168018, 5, 4fa14553e4b008669dc480ba
55.573095, 37.517442, 64, 4e459c2c52b1bac0d96b2934
55.5784482603, 37.5119168018, 0, 4fa917f2e4b09ce1657d6388
55.5726487286, 37.5281131826, 2, 4fa3f476e4b039aeea404822
55.5702835892, 37.4984794577, 2, 4f8c550de4b0183208868865
55.5760779426, 37.4822807179, 175, 4f0165330e01089c570bbbd5
55.5702835892, 37.4984794577, 4, 4f93ff46e4b0c98ce1044545
55.6051969319, 37.4931698128, 873, 4e0cbe7262e12464ea8c88d8
55.5702835892, 37.4984794577, 3, 4f6dce55e4b0d4a5b0d361f8
55.5714766425, 37.4764931596, 479, 4f0ef7cae4b07eb2379144c4
55.5711230257, 37.5062775024, 9, 4f6b71d0e4b05595b59986c4
55.5702835892, 37.4984794577, 3, 4fd389a0e4b0352ac43b347b
55.570532, 37.505347, 4, 4f9c3917e4b07e720d8c28fa
55.5795609364, 37.4833540135, 53, 4f09f69ae4b07c8f8daeb1f5
55.5708847046, 37.5063400269, 1, 4fa94357e4b0e1177421151b
55.5795286586, 37.4834261672, 88, 4f00887bc5126f14b8198683
55.5796064787, 37.4834037852, 20, 4f43dd76e4b010c9d682c900
55.5796743732, 37.4832139136, 76, 4ef336fc8b81368cf92fa71d
55.5795627454, 37.4833542135, 68, 4f00881ce5faf2869c5fe653
55.579499, 37.483322, 136, 4ed91b558231efe38dcd7412
55.580172, 37.486323, 1, 4f9f8eafe4b0254828253759
55.5795429428, 37.4834751867, 27, 4f3eac05e4b08770f034443c
55.6014751225, 37.4829658596, 979, 4e90aedce5fa2c09eb743c2d
55.5760779426, 37.4822807179, 19, 4d7ea87f9df3f04d4b73c894
55.5799734587, 37.4833540135, 20, 4f16e013e4b0253d5220167a
55.5796104671, 37.4833565173, 64, 4ed91bf7722e1da300a7285d
55.5760779426, 37.4822807179, 40, 4f17347ae4b0b345509391fd
55.5760779426, 37.4822807179, 5, 4f008b6b77c885c33652fa31
55.5794984606, 37.4820369829, 11, 4faff922e4b0c824b91ef759
55.5701042637, 37.4782519608, 175, 4e932be7f5b95064c6ee4893
55.5793762207, 37.4833259583, 10, 4f0089ad8b81b0190b7f7970
55.606329735, 37.535905838, 3195, 4bc6b5c9db8fa593f4c79c37
55.5933370463, 37.5214506203, 353, 4db58cfaf7b121c29f6091fd
55.606547911, 37.5328588486, 2500, 4bfd59cef7c82d7f710c8e04
55.5663585253, 37.544562856, 7, 4f4b663de4b037cdb895c091
55.565817, 37.544607, 2, 4f40dbe1e4b005b535128202
55.5876268998, 37.5452982862, 75, 4f308ad4e4b010a3bf4f2041
55.5936984953, 37.546103042, 2, 4f95a214e4b03828ff599c42
55.5874, 37.5318, 0, 4f95a1e2e4b0b65a8cb7c0a4
55.5874, 37.5318, 0, 4f95a1f1e4b0949d226d578f
55.5915787607, 37.527424707, 10, 4fc607e0e4b035dd65104bfc
55.5827232019, 37.541077137, 28, 4eb0f27d8b813ed007e80716
55.5674046278, 37.554718852, 3, 4e18173588777e96476d0a8c
55.5835842957, 37.5444030762, 74, 4d45cdaf4ede8eece4110737
55.5824174783, 37.5355687775, 6, 4f5c865ee4b03690710e657d
55.5912314771, 37.5294303065, 8, 4f31f9f7e4b02344c35a0425
55.591374, 37.529, 1, 4f2a8a45e4b0ba94880af9a8
55.582932, 37.543226, 1, 4e1889ea62e12640d87672da
55.58417, 37.54361, 0, 4e2af2b2bd41be4b161a403b
55.5887756348, 37.5433731079, 3, 4f6aa62ce4b03571239ebd29
55.5758314435, 37.5354750115, 3, 4f5a0ce0e4b088314cff5992
55.5919302634, 37.5281789274, 1, 4ef4309cf7909b0d2ded2f28
55.5913391113, 37.5269203186, 1, 4f76de15e4b087957a10ad73
55.5909839848, 37.545541383, 23, 4f9575a8e4b0e29f56513faa
55.588199, 37.543296, 3, 4f5874dce4b09ba0e32d6fc4
55.589927, 37.543826, 4, 4fcc2f5de4b00d5bd55f8086
55.584885, 37.545745, 5, 4f5a0fd6e4b00e135eea7598
55.592354556, 37.5258967451, 25, 4f3a545fe4b0f450d706761a
55.584835, 37.545472, 5, 4fa68f1fe4b0fd4c3fcf9954
55.584838, 37.545462, 5, 4fb91355e4b03516572a08b8
55.588968944, 37.5550105022, 20, 4f4510c8e4b03d06832e1f75
55.588968944, 37.5550105022, 1, 4f5bb8f3e4b09a78bfab5e85
55.5900237083, 37.5441455841, 14, 4e8556af6c25555c94056379
55.6037034209, 37.5419209347, 484, 4f3ff125e4b0b019c668fb95
55.58536, 37.546466, 1, 4fba2bd7e4b0b2367c36d016
55.5897604859, 37.5439145083, 2, 4f51ea00e4b0d9ab79d6d66d
55.5886383972, 37.5471335547, 21, 4f92c4c8e4b0532d5d3ddca2
55.5895510099, 37.5447877092, 3, 4fa80b6ee4b09571e101e97b
55.589679, 37.544891, 2, 4f55f79be4b034c182b7b5cb
55.5922318629, 37.5249650653, 4, 4f41ea1fe4b0c80f8531abd5
55.5882301202, 37.5465756262, 8, 4f7de312e4b02b9fc85aa789
55.5927009379, 37.5241151817, 3, 4fc0cc51e4b00dd50e2a2aa7
55.5926112256, 37.5473364716, 9, 4f60dce2e4b0f4b0a3a54cc6
55.5874478755, 37.5466732409, 17, 4dd7b66dfa76ad96d12abc8e
55.587377, 37.546068, 3, 4faa4c8de4b0ea8c6182acc1
55.5735219018, 37.5421430461, 11, 4f6834a5e4b0658d11cfc125
55.561209, 37.515974, 4, 4f40ceb1e4b0e408252ee5c0
55.5855172075, 37.5540564362, 138, 4f449c76e4b09e67d288c6ed
55.5887663049, 37.5468304405, 2, 4f809c07e4b0c7b8554c9036
55.616904757, 37.5495192157, 24, 4f7207e9e4b0bd86bf4443e4
55.588968944, 37.5550105022, 1, 4faab37ae4b0afe1f2139565
55.5682310124, 37.5694392859, 3107, 4ea2ce0c722ec75ade701f04
55.5663411014, 37.5733378824, 2935, 4c502101885c1b8db493b838
55.5689944654, 37.5764649492, 868, 4f3d322de4b075aab2586abf
55.5691857806, 37.5767397881, 2336, 4bf375716a31d13ae7b7942e
55.5674046278, 37.554718852, 3, 4e18173588777e96476d0a8c
55.5935355987, 37.5636387189, 5, 4f670d82e4b03a7ce33f777e
55.5959824525, 37.5721293974, 4, 4fb287b8e4b0b9253b6b6fe0
55.596191, 37.574869, 1, 4dc2b3037d8b686fa4827f92
55.593199, 37.562715, 3, 4f73366fe4b019c9417965b1
55.597127388, 37.5684684506, 15, 4fa4116ee4b0baf7cc484abd
55.5991638315, 37.5761294543, 1, 4f97bbcfe4b07644b000962d
55.5780735015, 37.5713885293, 1383, 4d9fff2b6fd254817a80559b
55.599012, 37.577233, 4, 4f925e9be4b06ce857860fcc
55.59968, 37.566808, 2, 4e8ffc9e77c89cb9218d0d2d
55.5990716584, 37.5798688288, 2, 4fb94277e4b09cfb45eb7e22
55.596601, 37.560984, 1, 4fc0c553e4b07a4edd360c63
55.5975799561, 37.5815544128, 0, 4f6f2680e4b0463c9546dd50
55.597127388, 37.5684684506, 5, 4e667d9db0fbcbb043b876e0
55.5966476, 37.55868082, 7, 4e803f76be7bd52fa8f05a10
55.59895, 37.561499, 3, 4f9e9772e4b08ea03afee9e8
55.6028137207, 37.5706863403, 0, 4f23add8e4b05160ae06b1f0
55.5703194221, 37.5899663094, 303, 4e8f09786da16fd9cf458160
55.565527039, 37.5572108685, 1285, 4bfaa4165317a593a0f0027f
55.569686008, 37.5879915326, 1172, 4ed09a659adf25445729e35d
55.5659159404, 37.5818390252, 1191, 4d95cbc9c19fb60c56036e65
55.5767909898, 37.5679111886, 260, 4d901253d265236aadb32e17
55.586594, 37.562173, 1, 4f8aafaae4b0a95f9505ece5
55.5855172075, 37.5540564362, 138, 4f449c76e4b09e67d288c6ed
55.5687319365, 37.5855540295, 1361, 4d2f346d90cb236a6a646b78
55.5754185642, 37.565462209, 59, 4f82edc2e4b0c7b857754494
55.5921211243, 37.5609397888, 2, 4f65e1ace4b015497c7d0b69
55.5764310729, 37.5712984652, 18, 4fce5ce3e4b015d8cc4983f4
55.5747354387, 37.5792951627, 1053, 4dd15d0cd22deadedd980734
55.5765967177, 37.5695425067, 16, 4fbb724ce4b0809808ea3456
55.5761874487, 37.5697250136, 23, 4fb3b0bde4b096e01faa9149
55.5715392833, 37.6035853648, 43, 4d99b06d942ba093da52a08c
55.584709, 37.557594, 1, 4fc34456e4b00dd50f113e33
55.5743712682, 37.5646533549, 18, 4fb32e6de4b0e9ebc0e1017b
55.576158, 37.570779, 111, 4de3dd987d8b2547eb25ace2
55.5852913351, 37.5549180848, 15, 4fb5f645e4b0ce16f17ade99
55.5933644803, 37.5579217413, 17, 4e3e9724d164b52911bbb435
55.5725998642, 37.5720265609, 17, 4ec117684901f56b0e910701
55.5729130706, 37.5646146315, 176, 4d7741b8fbbc224b1fe50132
55.592937, 37.558127, 1, 4f7099a5e4b06003352955a6
55.5771598816, 37.5691146851, 2, 4f351df0e4b0d361ebcd630b
55.5770114175, 37.5655099745, 2, 4f292886e4b0576e6d7fcd49
55.5761838497, 37.5718461781, 6, 4ebd691f02d5e32b7bdd5c35
55.5932, 37.557925, 1, 4fac01d4e4b04b8d30312a3b
55.5750046805, 37.5577527549, 2, 4d7a7f6eecf7a35d043f8af4
55.6109899521, 37.6067054272, 3525, 4c0b65a2bbc676b003864bd5
55.5833363359, 37.5972384528, 764, 4f299076e4b004b1e8eb6d19
55.6111293259, 37.6041841507, 2507, 4be5282bd4f7c9b6ae1f2520
55.5745947707, 37.621686863, 12, 4f6c3b20e4b0f577d0b818f9
55.5755660873, 37.5974179935, 183, 4fa66d28e4b0419376a49ae5
55.5746309179, 37.6216699702, 22, 4cc6add438aaa0937b851f62
55.5837067878, 37.5990396738, 1022, 4c2769c8a852c9287228e86c
55.5730824512, 37.6198424979, 1, 4fcf676be4b05b1fd4adc3c2
55.5745683918, 37.6234814427, 12, 4f6479b9e4b04b244398d11a
55.5714052046, 37.6235038229, 16, 4fa7f066e4b00f7196e9d49a
55.5796890062, 37.6170493559, 100, 4eb6f3ed5c5c5a5320ac36b6
55.595328457, 37.6008796692, 1957, 4be9b433415e20a1c528e4bb
55.5599081634, 37.6359465529, 2, 4fc52420e4b03c949714d86a
55.5737762451, 37.6237220764, 0, 4fa808bae4b089a95c2c7a0a
55.5791787877, 37.6066584839, 179, 4e9bd38429c27d6ad720a867
55.5743383297, 37.6252058178, 1, 4fd311bfe4b0540d9c68fb48
55.5789511459, 37.6085186005, 191, 4bd5e8996f649521e7ee6fec
55.577107455, 37.6084806378, 48, 4f680b4de4b050647513ae76
55.5817138198, 37.6117223993, 7, 4fad05c4e4b068aefd93d331
55.5759789422, 37.6099211136, 51, 4eaf5f9f6c250ddebe520d6a
55.5787330324, 37.6028749757, 22, 4fb09c31e4b0fc5eaba54568
55.5657248569, 37.6197681652, 146, 4ea56c1f9adff6343ae4f51f
55.5817683104, 37.6113410728, 9, 4f91854de4b0d7edb4d2f404
55.5793991089, 37.6116294861, 5, 4fce4668e4b0921c9a3cb7dc
55.5788092044, 37.6068358637, 22, 4eba50576da17451ddcfffcf
55.578748, 37.608936, 3, 4fa174a1e4b0f7215191a13b
55.58238, 37.611576, 1, 4fbe7eb5e4b01579ac6cfc60
55.5794920428, 37.6061957816, 9, 4da3e7698c8d5941ff9a4b0f
55.579078, 37.608717, 3, 4fa4220fe4b00c58435639da
55.584012, 37.613782, 1, 4fb392aae4b053b121ad5b30
55.563027, 37.603644, 2, 4fc0c9dbe4b021b6df92f865
55.5791875048, 37.6043496568, 4, 4f61b4d7e4b0fcf230247c16
55.5739306912, 37.628643083, 35, 4e8074a86c2511f17209077d
55.57972, 37.605624, 2, 4e157c79a809f31f66a6b0c8
55.5780944824, 37.6105003357, 2, 4f7ec232e4b0878749f3afcd
55.578564, 37.602968, 3, 4f7e1dfae4b09e2ac29f3082
55.5762994451, 37.611645553, 31, 4e493cc4d4c065cb6bc2e43e
55.5740244925, 37.6314025093, 76, 4f366412e4b0e313d25a2c1b
55.576231, 37.609041, 0, 4eaf5ee377c8d1e761ce1f0e
55.5850403413, 37.6188447609, 3, 4f339067e4b0befff0309dd0
55.5836934471, 37.6196980476, 9, 4d29a09c467d6ea8af5cd195
55.5837676399, 37.6208943877, 10, 4f38e61be4b08f009af57b68
55.57881, 37.617641, 1, 4fbcae5be4b0d3faf08e8b30
55.5748143638, 37.6162053063, 4, 4fbc6477e4b0fb19b10c5804
