latitude, longitude, checkins, id, name
55.9468473564, 37.8641770594, 2, 4e9b43ac29c27d6ad6ebe838, Nincho-home
55.923732, 37.851846, 1, 4f610ec3e4b034b45e58a9a3, Царство Морфея
55.9290478701, 37.864575621, 11, 4f86fb39e4b089f05650d7aa, Шлюшки У Кирюшки
55.9234035248, 37.8525548098, 23, 4f67a977e4b0251952fdacb7, Annet's divan )
55.923348, 37.85341, 1, 4fa00735e4b040684e606aee, Audi S5
55.930505, 37.849662, 12, 4f85df4ae4b0a3bc1669afa7, Теплая Кроватка Марии Холиной
55.9303779602, 37.8493385315, 22, 4f3896d1e4b0a67fed7ba775, НИИ КС им. А.А.Максимова
55.9328120778, 37.8668377499, 2, 4f9fc1ffe4b03efa2142af2f, У диночки ;)
55.9468473564, 37.8641770594, 4, 4ebe49deb8f7963bcd017be4, Дом С Уютом И Теплотой
55.9322503879, 37.8502107258, 5, 4f91b872e4b0ccf0716a5ccc, У Петрука
55.9305450621, 37.8368739906, 16, 4f380f12e4b01139d66a280c, Country house
55.9319992065, 37.8506393433, 1, 4f579ba0e4b008b5f0f1cc97, С девчонками
55.9468473564, 37.8641770594, 2, 4f412b6ae4b08cc3724ecb28, у Бовтрика
55.9305450621, 37.8368739906, 3, 4e9200908b81592e62226fc8, Дом Юбик
55.9403618733, 37.8651024306, 3, 4fa96eb0e4b047ccd1a847e5, RuRs Garage
55.9254033182, 37.8169584274, 2756, 4ccf90921ac7a1cd9e7d1492, Ж/Д станция Подлипки Дачные
55.9495023, 37.8236611, 2, 4e6dba96a8093d29fef3e657, Мкр Текстильщик
55.9512646796, 37.8167983505, 62, 4e0e1fe07d8bb178a8a5d52e, Заправка UnkOil
55.9445792177, 37.8342024315, 9, 4ddc189d52b177ff2e656751, Моя Дома
55.9443569183, 37.826159, 14, 4c6bf2f60c3ac9b67a0cd338, ГСК Березка
55.945924588, 37.8319122604, 3, 4fabaf0fe4b08009c1f06afa, романтичная улица
55.951825187, 37.8169118869, 16, 4dc280c57d8b686fa47d70df, Пробка на Ярославке
55.945784, 37.827364, 19, 4e5113c9fa7626401ec02545, Roadster's Garage
55.928268706, 37.8069159447, 1, 4fc0ab99e4b00dd50e1ed04e, У дедули и бабули ;)
55.93059, 37.810477, 3, 4e8f5efde5fa2c09eae8be48, у Таньки
55.9306693734, 37.810464074, 2, 4f8d066de4b021fa8ad7b6df, Центр Занятости Населения
55.9320349237, 37.8079474278, 12, 4f7bee27e4b005e798c81f56, 95 градусов
55.9449310303, 37.8318099976, 1, 4fc27a55e4b0117b73ffe20b, стадион в юбилейном
55.951573543, 37.8319903017, 0, 4ed7c3866c25acaabb1afc01, Duffy Lodging
55.945104, 37.821543, 1, 4fd7959fe4b09e85735a3fcd, Пашу Хаус
55.9504593388, 37.8178779284, 2, 4fd251ece4b0d639e46d45c3, Нора :3
55.94595961, 37.8135627715, 3, 4fc28fa5e4b0bb643f902bd2, Притон " у Андрюши"
