latitude, longitude,timestamp, id
55.790634155,37.606769561,1338887157, 206922934467130333_177404827
55.777000427,37.648334503,1338887094, 206922406412313583_11414503
55.775833129,37.601665496,1338887059, 206922114093690014_41483722
55.75963211,37.656551361,1338887537, 206926117009944911_145332107
55.769332885,37.665832519,1338887403, 206924992527463698_44449092
55.750506539,37.653221665,1338887360, 206924638712837032_1119171
55.729707966,37.639417648,1338887330, 206924380264080604_10695136
55.728334,37.629771,1338887255, 206923755245959033_176735412
55.72869873,37.624473571,1338887240, 206923626116262581_177964841
55.729430061,37.601265907,1338887217, 206923442790714390_7978954
55.720710754,37.647037506,1338887218, 206923440472309103_16280878
55.71611,37.586,1338887200, 206923289369691394_45197224
55.720218658,37.605606079,1338887180, 206923129541966485_28262637
55.729707966,37.639417648,1338887179, 206923116201518297_10695136
55.734127044,37.588600158,1338887150, 206922867147022922_1463335
55.721172,37.635653,1338887081, 206922294002956428_17327541
55.734794478,37.593348026,1338887064, 206922153552798234_1622839
55.797443389,37.553447723,1338886831, 206920193563384239_53743285
55.736499786,37.523498535,1338887020, 206921779892155590_3649316
55.752754211,37.585403442,1338886987, 206921514096515134_52591781
55.76574707,37.568992614,1338886855, 206920395582956863_19610088
55.75314331,37.581630706,1338886757, 206919578596030625_199749
55.709214868,37.541181615,1338887030, 206921865294549520_29132339
55.72864,37.5704,1338886959, 206921275791158114_17180041
55.729999542,37.582832336,1338886957, 206921251653812557_21474991
55.7166,37.55082,1338886911, 206920861016465692_17165071
55.704483199,37.57971544,1338886870, 206920523780795367_40543145
55.72746,37.56079,1338886862, 206920465194577519_24387970
55.724666595,37.650665283,1338886938, 206921099253424796_29325551
55.714221954,37.658882141,1338886889, 206920686282656626_34935945
55.800384521,37.696380615,1338887020, 206921781192125012_52649057
55.79563,37.70525,1338887019, 206921755404177941_32057723
55.79563,37.70525,1338886958, 206921262103695891_32057723
55.7624124,37.6630167,1338887220, 206923462093168333_30819214
55.7624124,37.6630167,1338887113, 206922538691976906_30819214
55.741264343,37.653102874,1338887101, 206922464256094729_26690539
55.739717253,37.610009909,1338887327, 206924366275543351_2398711
55.75933,37.61009,1338887321, 206924304402458486_18719968
55.741127361,37.621305471,1338887319, 206924296104082834_687974
55.764728546,37.604183197,1338887312, 206924232930153090_5488635
55.750766754,37.595321655,1338887311, 206924223708964907_22791577
55.75941,37.61033,1338887282, 206923986616821620_18719968
55.750766754,37.595321655,1338887245, 206923662863411237_22791577
55.764728546,37.604183197,1338887244, 206923658813821565_5488635
55.75947,37.6105,1338887243, 206923655208085363_18719968
55.75681093,37.614259737,1338887241, 206923634873601507_30239482
55.769832611,37.632331848,1338887238, 206923611750147291_7675136
55.75224,37.59177,1338887227, 206923519017225227_18858202
55.754016876,37.622375488,1338887220, 206923458498945126_14220407
55.762281584,37.627959251,1338887211, 206923382829327152_3004327
55.751898,37.598655,1338887211, 206923382406506298_10086016
55.753128051,37.613700866,1338887194, 206923247182818046_3361673
55.7267,37.60729,1338886990, 206921530706914488_27562714
55.727,37.60017,1338886956, 206921244563112012_20417719
55.715133666,37.678585052,1338886694, 206919049203340197_176195435
55.729167938,37.670501708,1338886678, 206918912069625373_16463608
55.724216461,37.570297241,1338886675, 206918888136453089_40543145
55.722358703,37.580940246,1338886612, 206918359621149943_38323688
55.706779479,37.571956634,1338886597, 206918216646548154_178504501
55.72416,37.58491,1338886534, 206917693799425653_10157584
55.729831695,37.56533432,1338886525, 206917631053146262_25998081
55.727420806,37.56941986,1338886524, 206917620560301002_3494353
55.725193023,37.577999114,1338886514, 206917540697628144_51606302
55.738367697,37.52378119,1338886734, 206919384959836696_1622839
55.755004628,37.535625944,1338886680, 206918934039926503_45844132
55.762925,37.558784,1338886574, 206918042355928096_30794002
55.764186859,37.571727752,1338886484, 206917288041904647_177197045
55.741901397,37.543834686,1338886472, 206917187277036897_8761158
55.782596588,37.531902313,1338886649, 206918670098894477_11612306
55.79844284,37.521736145,1338886649, 206918661251130901_177709472
55.784175872,37.56054306,1338886506, 206917475035256746_2874868
55.782993316,37.579113006,1338886472, 206917192883260691_29743730
55.775238037,37.649562835,1338886664, 206918775912964142_28437471
55.791210174,37.659156799,1338886567, 206917984179411173_8047517
55.786579132,37.704925537,1338886547, 206917812235737433_19915197
55.744754791,37.662754058,1338886897, 206920748072267440_44430090
55.747622594,37.706022263,1338886809, 206919990482909833_25007637
55.725309141,37.595260721,1338886706, 206919144810285899_1137369
55.730666094,37.627216757,1338886673, 206918873421124069_20241475
55.727545091,37.612123489,1338886639, 206918591508068093_18814300
55.731155907,37.610233214,1338886609, 206918335827700757_35985410
55.734493784,37.642904014,1338886603, 206918286278641038_7372800
55.734161376,37.588603973,1338886597, 206918238631895618_1463335
55.725309141,37.595260721,1338886542, 206917783481813832_1137369
55.73283,37.63724,1338886506, 206917473095816698_10673236
55.752754211,37.585403442,1338886987, 206921514096515134_52591781
55.760166168,37.596832275,1338886968, 206921347792427787_13391845
55.759498596,37.641799926,1338886958, 206921267011932866_5733603
55.752725593,37.593377933,1338886935, 206921069760656729_10307092
55.752725593,37.593377933,1338886935, 206921068963738968_10307092
55.748821258,37.589481353,1338886901, 206920788449377297_53362766
55.75972,37.6165,1338886880, 206920609760979938_34195169
55.746418473,37.625853204,1338886877, 206920580908199860_4789106
55.741645812,37.609573364,1338886874, 206920556304791571_143809477
55.76007843,37.646389007,1338886855, 206920403077069304_3438101
55.762722015,37.643226623,1338886839, 206920242587629585_143809477
55.757859,37.618984,1338886821, 206920111296074889_7358060
55.756786346,37.610980987,1338886813, 206920024617337352_34778791
55.730239868,37.694828033,1338886374, 206916367013294965_176445683
55.726467132,37.680133819,1338886222, 206915086049146170_3217108
55.714631933,37.657366226,1338886192, 206914834718647662_22277680
55.722295152,37.651821017,1338886174, 206914684714121446_19098229
55.796518251,37.583820904,1338886433, 206916847095253164_41952561
55.783865506,37.578925428,1338886216, 206915037808347982_4799145
55.794498443,37.544498443,1338886143, 206914428331604916_22291773
55.732959747,37.573043823,1338886308, 206915808562770518_1929859
55.7171669,37.578998565,1338886263, 206915429402349973_6101219
55.783966064,37.656406402,1338886400, 206916586831164992_9923404
55.788833618,37.697341918,1338886296, 206915712149314174_177676749
55.788833618,37.697341918,1338886212, 206915001265117819_177676749
55.75172225,37.66915659,1338886501, 206917435969444674_30709805
55.752875831,37.585344315,1338886397, 206916545316850504_19694289
55.7582301,37.5805642,1338886349, 206916154096790480_43908753
55.76366806,37.580833435,1338886304, 206915779348705439_12130043
55.748893238,37.557517258,1338886290, 206915662338487989_12732460
55.738220214,37.524456024,1338886264, 206915422514572937_44685506
55.738372802,37.525051116,1338886224, 206915109795655303_44685506
55.738372802,37.525051116,1338886196, 206914877708037766_44685506
55.725309141,37.595260721,1338886328, 206915983177485124_1137369
55.727767944,37.645828247,1338886273, 206915521793562897_20170325
55.729430061,37.601265907,1338886226, 206915124660848376_37096072
55.726371765,37.638595581,1338886205, 206914947762278596_24556459
55.721202102,37.651877594,1338886120, 206914235530031635_29103915
55.70242691,37.653430938,1338885949, 206912800823963686_8851531
55.717491149,37.573608398,1338886017, 206913371836982395_5706992
55.704793931,37.575309684,1338886002, 206913244706923589_176876304
55.702754102,37.530884743,1338886001, 206913238635529105_30883215
55.79102,37.58421,1338886043, 206913590929595827_2335966
55.788459777,37.581344604,1338886028, 206913464730743155_24210347
55.799201965,37.524448394,1338885996, 206913199561128611_51942957
55.784755706,37.572666168,1338885974, 206913006698025349_178507355
55.782896,37.579283,1338885922, 206912574256599314_173597067
55.800207233,37.529052951,1338885878, 206912201476147007_176062944
55.782943725,37.579162597,1338885841, 206911872895175936_29743730
55.738007943,37.662742138,1338886434, 206916859585376457_3562059
55.75172225,37.66915659,1338886357, 206916223295494972_30709805
55.767472491,37.659459114,1338886353, 206916187081079033_7599029
55.767472491,37.659459114,1338886206, 206914950466042101_7599029
55.788833618,37.697341918,1338886049, 206913636262435446_177676749
55.777355194,37.688636779,1338885987, 206913109484416165_14078114
55.788833618,37.697341918,1338885973, 206912999600642673_177676749
55.773738861,37.691677093,1338885929, 206912633415788742_22964729
55.788833618,37.697341918,1338885928, 206912624000719471_177676749
55.770648956,37.697017669,1338885905, 206912427584583774_16324797
55.788833618,37.697341918,1338885894, 206912334216256109_177676749
55.737434387,37.646621704,1338886717, 206919242125836556_143731695
55.747907,37.626608,1338886662, 206918771540741871_19830754
55.744645446,37.627186775,1338886611, 206918348008790098_11826221
55.734493784,37.642904014,1338886603, 206918286278641038_7372800
55.734161376,37.588603973,1338886597, 206918238631895618_1463335
55.751945495,37.60980606,1338886593, 206918193299663839_40543145
55.754325866,37.610519409,1338886583, 206918120227447242_13709071
55.746353149,37.602745056,1338886586, 206918118842379230_40543145
55.737674713,37.591262817,1338886567, 206917974169631030_820397
55.759746238,37.621908188,1338886548, 206917826783219129_8241794
55.737402439,37.625970586,1338886534, 206917703337875387_11948172
55.756076812,37.600730895,1338886445, 206916969252407867_174544753
55.740919161,37.62742281,1338886442, 206916933455183132_13521790
55.700477389,37.625001562,1338886130, 206914320630601998_21432101
55.724520834,37.593380558,1338886121, 206914245026408650_36969377
55.734165191,37.588600158,1338886115, 206914190566498871_1463335
55.729999542,37.636165618,1338886019, 206913384681572633_7878585
55.70967,37.5925,1338885960, 206912891235489926_12910661
55.725422171,37.643658126,1338885914, 206912504998467844_20170325
55.725967407,37.644489288,1338885878, 206912201347635459_20170325
55.735149266,37.626121246,1338885844, 206911909755671845_1449660
55.70414,37.68556,1338885652, 206910304586943859_1454466
55.788906097,37.570636749,1338885756, 206911176495392002_38591080
55.782585144,37.674570113,1338885839, 206911879512602876_22937573
55.788833618,37.697341918,1338885821, 206911721965312618_177676749
55.789535522,37.658496856,1338885794, 206911495773946225_23690831
55.789333343,37.707000732,1338885578, 206909694112683091_9582804
55.74110639,37.662945986,1338886138, 206914382406740829_13784473
55.740173,37.655036,1338886024, 206913425515549796_9101860
55.743148803,37.65195465,1338885991, 206913148089483772_34778791
55.76248571,37.66387223,1338885984, 206913098706181802_30819214
55.75999,37.65332,1338885967, 206912950670534758_10512377
55.742828369,37.685745239,1338885951, 206912815506123342_27673577
55.74376,37.65793,1338885863, 206912077238840577_14415970
55.767093903,37.658194565,1338885852, 206911986838743906_26694809
55.729499816,37.621833801,1338885836, 206911850469589107_19500959
55.7044755,37.6222778,1338885821, 206911725667257878_146184258
55.732580046,37.596413426,1338885697, 206910684649515199_36969377
55.729430061,37.601265907,1338885641, 206910214803581113_36969377
55.734953944,37.565571515,1338885469, 206908769731635376_36969377
55.727890014,37.573890686,1338885437, 206908505755046477_56090595
55.733248055,37.563028336,1338885410, 206908276473096367_36969377
55.721630096,37.526092529,1338885315, 206907479888535568_8197087
55.704097747,37.569889068,1338885314, 206907469937689011_12980175
55.757859,37.618984,1338886432, 206916852170973555_7358159
55.757859,37.618984,1338886425, 206916797158380667_7358060
55.752875831,37.585344315,1338886397, 206916545316850504_19694289
55.752657434,37.594413261,1338886395, 206916540858295160_11625183
55.753284454,37.586399078,1338886391, 206916506592452099_12981766
55.757606506,37.613258361,1338886375, 206916370192134243_27420251
55.73747037,37.61728406,1338886365, 206916287339008217_25026379
55.762539,37.613502,1338886354, 206916194000895552_30258262
55.756515502,37.614269256,1338886350, 206916162469134091_3014254
55.753128051,37.59342575,1338886340, 206916060217823535_5591747
55.750514981,37.594662309,1338886327, 206915968724982418_19768413
55.764671901,37.603669167,1338886319, 206915883829940465_9826139
55.756786346,37.610980987,1338886306, 206915791566356995_34778791
55.740715026,37.608757019,1338886279, 206915568370987981_178274107
55.742019653,37.597045898,1338886263, 206915429847320129_7921584
55.778499603,37.702999114,1338885435, 206908485163064573_12707598
55.790299362,37.704462938,1338885335, 206907630682138503_20287072
55.784015655,37.559856414,1338885510, 206909113302863797_12123410
55.804225921,37.585483551,1338885503, 206909060807162384_17358613
55.76858139,37.558601379,1338885483, 206908888388893875_9639766
55.782896,37.579283,1338885370, 206907945473036545_173597067
55.787635803,37.568771362,1338885321, 206907518277355561_5684577
55.738225159,37.670083798,1338885829, 206911794561293930_5737694
55.7608251,37.6654304,1338885769, 206911286472185776_30768172
55.774430735,37.587633393,1338887039, 206921941103556486_17243468
55.773058,37.591993,1338887018, 206921764128388945_7647780
55.778984069,37.601131439,1338886994, 206921562715364494_178510294
55.77137,37.58785,1338886961, 206921295907894522_10690876
55.78017044,37.596916198,1338886946, 206921172948446898_20791626
55.790473937,37.606742858,1338886934, 206921064487023576_177404827
55.771164,37.630653,1338886930, 206921031375164620_10662852
55.78016509,37.602739817,1338886915, 206920905455469917_9454512
55.791957855,37.621116638,1338886812, 206920033919784002_19653284
55.735211975,37.626129624,1338885427, 206908421897953104_6014326
55.730021059,37.630857816,1338885338, 206907654087317912_30018013
55.721885681,37.639232635,1338885306, 206907402418875648_5181242
55.77254,37.67608,1338885104, 206905709775023123_29972298
55.707584381,37.652385711,1338884960, 206904508230563321_36250156
55.769067423,37.580646953,1338885207, 206906572805527142_10709372
55.800907135,37.524814605,1338885126, 206905893890107665_178499169
55.768203735,37.698993682,1338885528, 206909263988848723_16324797
55.754127502,37.707134246,1338885523, 206909225087812330_29476807
55.754516601,37.708194732,1338885422, 206908384993886951_29476807
55.740684509,37.60873413,1338886131, 206914327150605257_178274107
55.754333496,37.610500335,1338886129, 206914310633731920_3559396
55.734165191,37.588600158,1338886115, 206914190566498871_1463335
55.735698699,37.612552642,1338886107, 206914119062833995_27124145
55.767870835,37.603518963,1338886104, 206914097175346779_932574
55.75666809,37.604667663,1338886042, 206913578626193577_11768589
55.763142189,37.602538415,1338886040, 206913562685329641_9826139
55.757859,37.618984,1338886019, 206913389496197473_7358159
55.740848541,37.608772277,1338885931, 206912635348943144_39405223
55.738539468,37.647356987,1338885903, 206912420390786555_32300148
55.740722656,37.625724792,1338885901, 206912393257173395_104958599
55.764831542,37.594665527,1338885882, 206912239457705755_23540934
55.757868596,37.619181556,1338885879, 206912220937937244_7358159
55.735149266,37.626121246,1338885844, 206911909755671845_1449660
55.798168182,37.598667144,1338886714, 206919214655408559_17793905
55.798168182,37.598667144,1338886618, 206918418173856174_17793905
55.773136138,37.591930389,1338886519, 206917560898860288_25632732
55.794254302,37.673461914,1338884929, 206904245711825827_176797841
55.799739837,37.697338104,1338884915, 206904126333992519_24268278
55.794031873,37.676904202,1338884746, 206902704439323549_176797841
55.703270083,37.678678667,1338884774, 206902946130444557_175286423
55.725735267,37.669652967,1338884710, 206902405878237101_40630752
55.733779645,37.599291801,1338885226, 206906734831495338_36969377
55.721832275,37.592334747,1338885152, 206906113418179721_19467412
55.724334716,37.631999969,1338885054, 206905292996647813_46723493
55.734165191,37.588832855,1338884996, 206904808384149632_53700941
55.729430061,37.601265907,1338884963, 206904527232772353_2742121
55.753128051,37.657390594,1338885227, 206906746420627850_2165545
55.760195822,37.664079638,1338885144, 206906044767499761_6384060
55.76477,37.65821,1338885107, 206905739588135956_29972298
55.782985687,37.579105377,1338884910, 206904086043970800_29743730
55.799912376,37.539312413,1338884868, 206903734758906231_10245101
55.782896,37.579283,1338884746, 206902706862837996_173597067
55.799278259,37.539894104,1338884714, 206902434650495347_10245101
55.775753021,37.604663848,1338886163, 206914592415277317_144419215
55.753665924,37.585666656,1338885824, 206911748322824223_18902243
55.76178,37.618084,1338885805, 206911591068293222_8275597
55.752998352,37.622165679,1338885801, 206911558243502070_46055432
55.755338029,37.606399719,1338885787, 206911443742747675_21169090
55.752441107,37.608861923,1338885775, 206911340629115888_29463247
55.754339555,37.61042524,1338885731, 206910966287713300_798472
55.766998291,37.613998413,1338885683, 206910568349355556_144178890
55.753585815,37.585712432,1338885665, 206910411010936858_18902243
55.760566711,37.609268188,1338885654, 206910329190194801_176038942
55.75263977,37.590827941,1338885635, 206910164479244266_44383324
55.74094,37.6395,1338885634, 206910153387159256_37041034
55.748832702,37.634998321,1338885555, 206909492232793031_40543145
55.786026,37.69524765,1338884552, 206901078006896294_36184036
55.786006927,37.696556091,1338884431, 206900061366326946_36184036
55.799789428,37.522418975,1338884508, 206900703126671218_144472354
55.779117215,37.579568804,1338884496, 206900607179854138_20029387
55.78017044,37.576545715,1338884397, 206899777082773731_173597067
55.708335876,37.60464859,1338884927, 206904223313038131_18196665
55.718471527,37.598770141,1338884755, 206902780680746036_51440268
55.734825134,37.597187042,1338884659, 206901981783149023_180145
55.7623791,37.663763,1338884926, 206904215002537614_30819214
55.756885878,37.703731447,1338884919, 206904156103656153_29476807
55.761287689,37.685298919,1338884753, 206902762510907816_6105157
55.767227172,37.679344177,1338884699, 206902311056859441_178504119
55.744899749,37.671279907,1338884693, 206902267628951207_5989036
55.751899719,37.670200347,1338884649, 206901894190465526_17236279
55.751535417,37.532687187,1338886060, 206913727818393800_36969377
55.747753994,37.549201687,1338886052, 206913666833213639_36969377
55.755611419,37.577358245,1338886020, 206913383202985870_29111444
55.75263977,37.577674865,1338886018, 206913377289017229_29111444
55.747200012,37.584659576,1338885893, 206912325745656210_104958599
55.756999969,37.53383255,1338885889, 206912295528137532_5456887
55.77106,37.59544,1338886090, 206913982283360647_20061001
55.781539916,37.592247009,1338885852, 206911972724614354_14825424
55.770739847,37.652011082,1338884212, 206898227539757250_6147705
55.785758972,37.695640563,1338884183, 206897986830014106_36184036
55.781927865,37.66086525,1338884181, 206897974246985558_17198922
55.772666931,37.673500061,1338884176, 206897926387728903_29576727
55.771378,37.667402,1338884040, 206896775204542650_25853941
55.726367181,37.680048101,1338884321, 206899133022270731_3217108
55.729430061,37.601265907,1338884637, 206901791364572860_17947904
55.735211975,37.626129624,1338884616, 206901621577962759_3851748
55.721500396,37.622001647,1338884526, 206900868174143639_18373927
55.725422171,37.643658126,1338884475, 206900430100568299_20170325
55.718594,37.634331,1338884403, 206899829486837063_5987486
55.7305006,37.6102263,1338884395, 206899761806475121_173981438
55.741127361,37.621305471,1338885498, 206909014048406892_687974
55.74379,37.62473,1338885495, 206908996883546646_21706247
55.76075436,37.632851601,1338885487, 206908921487867447_6947350
55.761131286,37.585517883,1338885429, 206908441028592663_55975640
55.735211975,37.626129624,1338885427, 206908421897953104_6014326
55.75465393,37.594917297,1338885376, 206907992222421270_5591747
55.765148162,37.603374481,1338885340, 206907692760620629_25299790
55.75666809,37.63583374,1338885317, 206907501807253764_19501389
55.759903193,37.618517876,1338885301, 206907366401889346_7609852
55.752166748,37.592666625,1338885297, 206907328844452486_41388251
55.762058258,37.62890625,1338885262, 206907037442294561_5134527
55.739360809,37.653182983,1338884638, 206901805825456815_9731853
55.744686126,37.671566009,1338884551, 206901074441737893_5989036
55.767230987,37.665241241,1338884493, 206900583791430165_873425
55.797000885,37.559501647,1338884330, 206899217245246951_6078428
55.782896,37.579283,1338884306, 206899020270948575_173597067
55.770629882,37.567123413,1338884223, 206898322850926142_29447514
55.781120523,37.550914053,1338884183, 206897986879055646_21447776
55.80302571,37.571490585,1338884151, 206897720500439758_43469369
55.78017044,37.576545715,1338884063, 206896980530581725_173597067
55.737167358,37.570835113,1338885770, 206911298426459418_6093668
55.752819061,37.56809616,1338885758, 206911193729355421_34639754
55.749510471,37.541030666,1338885705, 206910749484309106_11513637
55.752712249,37.582084655,1338885700, 206910712432965780_199749
55.756665621,37.55219591,1338885552, 206909446373533875_36969377
55.700612659,37.655484919,1338884017, 206896590376411374_12957055
55.725798375,37.6695059,1338883958, 206896093534603166_40630752
55.711017608,37.526153564,1338884954, 206904455501653099_5706992
55.771378,37.667402,1338884040, 206896775204542650_25853941
55.786045074,37.696235656,1338883966, 206896167475156625_36184036
55.771378,37.667402,1338883907, 206895658806646963_25853941
55.780126958,37.590472698,1338885670, 206910462516369864_14341637
55.791675567,37.620883941,1338885623, 206910065703343133_19653284
55.779976118,37.618560791,1338885570, 206909622767619425_1372850
55.774738601,37.588176727,1338885566, 206909588669561805_12654445
55.774738601,37.588176727,1338885542, 206909380999114423_143767426
55.778655785,37.600127991,1338885540, 206909369456110488_34262153
55.744277954,37.657333374,1338884260, 206898628733685935_8393059
55.747001647,37.658332824,1338884169, 206897871452076043_177723037
55.742279052,37.66966629,1338884104, 206897320158897938_26685840
55.745567321,37.657409667,1338884062, 206896968301007016_8393059
55.7305006,37.6102263,1338884310, 206899052641943402_173981438
55.728118896,37.62247467,1338884249, 206898541206377775_178222500
55.7305006,37.6102263,1338884242, 206898479045705574_173981438
55.729430061,37.601265907,1338884220, 206898292005866248_1137369
55.7305006,37.6102263,1338884176, 206897930103586661_173981438
55.719463989,37.589737607,1338884106, 206897339497205456_18123346
55.721714019,37.621910095,1338884076, 206897068998746235_18373927
55.71641,37.60073,1338884058, 206896934286502310_3359329
55.721714019,37.621910095,1338884052, 206896868645232761_18373927
55.799530029,37.554145812,1338883925, 206895821167483229_53743285
55.781967472,37.571191819,1338883919, 206895767538496551_3312684
55.799465179,37.554347991,1338883894, 206895569878341980_53743285
55.782896,37.579283,1338883751, 206894363561709781_173597067
55.747200012,37.559940338,1338885523, 206909227687763421_22716302
55.76858139,37.558601379,1338885483, 206908888388893875_9639766
55.747358142,37.539722912,1338885471, 206908792905221999_5210336
55.734953944,37.565571515,1338885469, 206908769731635376_36969377
55.761131286,37.585517883,1338885429, 206908441028592663_55975640
55.7557782,37.5684845,1338885406, 206908242195219426_51112399
55.748250604,37.532858849,1338885396, 206908165706717427_5631253
55.735378265,37.580253601,1338885343, 206907705104569768_17205804
55.711345672,37.666973114,1338883701, 206893938789521429_29633781
55.711257934,37.666973114,1338883570, 206892845024090130_29633781
55.75336635,37.644595422,1338885237, 206906817357930069_10898702
55.765106464,37.638014851,1338885231, 206906776577240744_1310122
55.743644927,37.607873685,1338885203, 206906539122034660_51596216
55.76217,37.59433,1338885181, 206906346336972705_19638098
55.737998962,37.590000152,1338885179, 206906340923692164_15105532
55.751853942,37.593811035,1338885177, 206906326840708539_4941986
55.755695342,37.647005295,1338885159, 206906167816547957_31990698
55.738834381,37.58649826,1338885109, 206905750434539808_21052233
55.75336635,37.644595422,1338885069, 206905412994262579_174772104
55.755941456,37.633076169,1338885060, 206905332925947994_21953031
55.753173828,37.648231506,1338885026, 206905058381013361_9775519
55.753597259,37.647476196,1338885013, 206904939951187530_19331048
55.751626649,37.589977538,1338885010, 206904929626895632_3708084
55.767110357,37.601158619,1338885007, 206904893336522565_12536858
55.734165191,37.588832855,1338884996, 206904808384149632_53700941
55.742832183,37.609333038,1338884995, 206904794177910959_30254909
55.744499206,37.595664978,1338884994, 206904789820122734_45850904
55.740959167,37.654697418,1338883786, 206894651929715651_177833255
55.775575,37.650114,1338883515, 206892384091650348_20915269
55.786354064,37.696250915,1338883493, 206892197180544647_36184036
55.726833343,37.535667419,1338884900, 206903996962401385_5360858
55.778655785,37.600127991,1338885540, 206909369456110488_34262153
55.784706115,37.624912261,1338885504, 206909071432329893_50375489
55.804225921,37.585483551,1338885503, 206909060807162384_17358613
55.784706115,37.624912261,1338885490, 206908949394860707_50375489
55.77112382,37.620604634,1338885442, 206908532724312738_50375489
55.774040222,37.592876434,1338885415, 206908321289574483_19715613
55.770099639,37.599964141,1338885390, 206908107810075876_7552748
55.779960632,37.624446868,1338885327, 206907576389602022_54415641
55.725666046,37.637832641,1338884026, 206896668499812457_11712343
55.721786499,37.621826171,1338883999, 206896438578077814_18373927
55.714500427,37.590999603,1338883913, 206895700556296701_39908499
55.733619689,37.617702484,1338883857, 206895251571234747_2386940
55.707948818,37.622785214,1338883837, 206895075392334407_4200617
55.78117,37.56848,1338883721, 206894107784537603_8796944
55.795692443,37.583003997,1338883524, 206892447537350381_4842864
55.799999237,37.547332763,1338883519, 206892411893146557_48751879
55.795726776,37.583057403,1338883459, 206891894828746474_4842864
55.71149826,37.66683197,1338883439, 206891743859906573_29633781
55.73151,37.66154,1338883430, 206891648570369494_6110520
55.711334228,37.66683197,1338883403, 206891443447076876_29633781
55.71149826,37.666999816,1338883362, 206891101258979336_29633781
55.711334228,37.666999816,1338883341, 206890918395713543_29633781
55.707832336,37.660667419,1338883206, 206889787516257398_8181024
55.796165466,37.695667266,1338883348, 206890982909009124_39925374
55.759460449,37.65170288,1338883723, 206894124126502370_8692878
55.729038238,37.528011322,1338884557, 206901119026879235_9418733
55.703380584,37.571041107,1338884513, 206900758694652527_5164153
55.732395172,37.581851959,1338884512, 206900743056236049_9647150
55.769067423,37.580646953,1338885207, 206906572805527142_10709372
55.766147613,37.533164978,1338885138, 206905990081755792_33108661
55.76247406,37.578594207,1338885074, 206905457397890216_9639766
